"ID","endID","crrdr_d","biomass_mean","biomass_min","biomass_max"
"Cayos Miskitos y Franja Costera Inmediata","H0241","CORR0068",76.8414459078528,18.3621006011963,134.59098815918
"Cayos Miskitos y Franja Costera Inmediata","H0242","CORR0069",76.90434641171,18.3621006011963,134.59098815918
"Cayos Miskitos y Franja Costera Inmediata","H0262","CORR0070",77.9455591000385,18.3621006011963,134.59098815918
"Río Dulce","H0216","CORR0071",62.4363924674405,10.0543966293335,97.904411315918
"Río Dulce","H0216","CORR0072",62.6859344647343,10.0543966293335,97.904411315918
"Río Dulce","H0176","CORR0073",78.0780361159165,21.0614013671875,126.229072570801
"Río Dulce","H0135","CORR0074",67.0502225432653,7.27780532836914,107.226989746094
"Río Dulce","H0220","CORR0075",78.7478090922038,21.0614013671875,126.229072570801
"Tikal","H0124","CORR0076",70.1030173100863,11.3920488357544,114.554344177246
"Tikal","H0145","CORR0077",69.313053766467,11.3920488357544,103.518501281738
"Tikal","H0134","CORR0078",70.607696762398,11.3920488357544,119.387130737305
"Tikal","H0176","CORR0079",72.6829210475518,11.3920488357544,126.229072570801
"Tikal","H0148","CORR0080",69.3040894463732,11.3920488357544,120.067123413086
"Cerro Miramundo","H0215","CORR0081",45.1208759710329,5.18510007858276,118.617958068848
"Cerro Miramundo","H0215","CORR0082",43.2036612890299,5.18510007858276,118.617958068848
"Cerro Miramundo","H0220","CORR0083",44.777261827746,5.18510007858276,101.809097290039
"Cerro Miramundo","H0220","CORR0084",53.9416194435294,5.18510007858276,125.790481567383
"Cerro Miramundo","H0176","CORR0085",49.5670481749943,4.03096342086792,134.572296142578
"Santa Rosa","H0349","CORR0086",70.7395813255979,30.7083969116211,93.1207504272461
"Santa Rosa","H0350","CORR0087",73.6374288239231,11.700098991394,115.397109985352
"Santa Rosa","H0351","CORR0088",76.1056514533169,11.700098991394,126.57283782959
"Santa Rosa","H0352","CORR0089",77.2113774368883,11.700098991394,126.57283782959
"Santa Rosa","H0353","CORR0090",75.7415925352365,11.700098991394,136.374954223633
"Altos de Campana","H0373","CORR0091",74.5570508796217,36.3599281311035,114.777160644531
"Altos de Campana","H0377","CORR0092",81.0281452999839,32.5921401977539,119.019073486328
"Altos de Campana","H0377","CORR0093",81.2117380867677,32.5921401977539,119.019073486328
"Altos de Campana","H0372","CORR0094",81.8632194745486,32.5921401977539,119.618659973145
"Altos de Campana","H0375","CORR0095",82.1405371162329,32.5921401977539,119.618659973145
"Sipacate - Naranjo","H0331","CORR0096",24.9840337266525,1.30930399894714,99.7023239135742
"Sipacate - Naranjo","H0333","CORR0097",23.3100024971188,1.30930399894714,88.3381195068359
"Sipacate - Naranjo","H0298","CORR0098",32.9226536334507,1.30930399894714,106.410339355469
"Sipacate - Naranjo","H0297","CORR0099",32.8293184609974,1.30930399894714,92.7610778808594
"Sipacate - Naranjo","H0297","CORR0100",32.8072957563541,1.30930399894714,89.2795791625977
"Tortuguero","H0355","CORR0101",71.7996084213257,18.3704891204834,119.830184936523
"Tortuguero","H0355","CORR0102",79.9608505473417,18.3704891204834,159.33137512207
"Tortuguero","H0355","CORR0103",79.7403723837315,18.3704891204834,159.33137512207
"Tortuguero","H0357","CORR0104",76.1447489352936,15.7965726852417,115.921951293945
"Tortuguero","H0354","CORR0105",81.9841902151526,13.3615016937256,126.141738891602
"Cahuita","H0366","CORR0106",90.665797706542,24.6419506072998,133.401763916016
"Cahuita","H0369","CORR0107",75.8414770885579,26.5533409118652,126.681549072266
"Cahuita","H0360","CORR0108",81.5788486480713,49.3090476989746,115.961769104004
"Cahuita","H0369","CORR0109",86.0736669147288,24.6419506072998,161.204711914062
"Cahuita","H0369","CORR0110",95.5227607300407,24.6419506072998,139.134887695312
"Manuel Antonio","H0369","CORR0111",93.6266250610352,16.5198783874512,175.736953735352
"Manuel Antonio","H0363","CORR0112",83.0408831895,18.2624416351318,119.691299438477
"Manuel Antonio","H0365","CORR0113",78.3210412207104,22.0927124023438,168.874984741211
"Manuel Antonio","H0369","CORR0114",85.7514571083917,22.0927124023438,133.830474853516
"Manuel Antonio","H0361","CORR0115",84.86492768545,18.2624416351318,141.433883666992
"Rincon de la Vieja","H0349","CORR0116",69.2942729949951,38.2805023193359,87.9641723632812
"Rincon de la Vieja","H0350","CORR0117",68.9844607769603,11.700098991394,115.397109985352
"Rincon de la Vieja","H0351","CORR0118",75.8943586968756,11.700098991394,126.57283782959
"Rincon de la Vieja","H0352","CORR0119",77.4560066104399,11.700098991394,126.57283782959
"Rincon de la Vieja","H0353","CORR0120",75.5127031293218,11.700098991394,136.374954223633
"Barra Honda","H0351","CORR0121",56.22167731789,2.1129138469696,103.112022399902
"Barra Honda","H0350","CORR0122",46.1872824238193,5.83101224899292,110.980842590332
"Barra Honda","H0352","CORR0123",59.1179484506933,2.1129138469696,117.882362365723
"Barra Honda","H0349","CORR0124",65.0491166114807,6.85228967666626,111.958801269531
"Barra Honda","H0353","CORR0125",66.3588435903232,2.1129138469696,136.374954223633
"Los Katios","H0382","CORR0126",92.2255468657522,71.4326019287109,124.113151550293
"Los Katios","H0386","CORR0127",90.2046906248538,63.171257019043,132.458023071289
"Los Katios","H0380","CORR0128",94.1066608834774,71.4326019287109,130.721542358398
"Los Katios","H0390","CORR0129",106.310777897882,8.35932064056396,178.232849121094
"Los Katios","H0398","CORR0130",108.32470395859,45.4096717834473,183.442184448242
"Las Orquideas","H0510","CORR0131",104.482542228699,77.8264389038086,136.650527954102
"Las Orquideas","H0510","CORR0132",106.073857759175,70.8143157958984,162.850845336914
"Las Orquideas","H0510","CORR0133",124.485680438103,87.7131423950195,186.169235229492
"Las Orquideas","H0510","CORR0134",123.282496665841,87.7131423950195,176.253845214844
"Las Orquideas","H0439","CORR0135",96.5659233460943,29.3903961181641,135.050155639648
"Corcovado","H0369","CORR0136",92.4539332919651,16.2507190704346,157.198715209961
"Corcovado","H0367","CORR0137",80.1113112986329,25.420934677124,135.658493041992
"Corcovado","H0369","CORR0138",80.1042169748351,25.420934677124,135.658493041992
"Corcovado","H0368","CORR0139",83.0587960812224,25.420934677124,142.612640380859
"Corcovado","H0369","CORR0140",96.9224509747576,35.8986053466797,145.720916748047
"Portobelo","H0373","CORR0141",78.3743919136868,19.7409572601318,130.214889526367
"Portobelo","H0377","CORR0142",82.4046512941161,19.7409572601318,119.630470275879
"Portobelo","H0377","CORR0143",82.5307903667148,19.7409572601318,119.630470275879
"Portobelo","H0372","CORR0144",82.8867221924513,19.7409572601318,119.618659973145
"Portobelo","H0375","CORR0145",83.0850870926632,19.7409572601318,119.618659973145
"Volcan Tenorio","H0350","CORR0146",87.8356274498834,17.27659034729,116.220993041992
"Volcan Tenorio","H0351","CORR0147",73.0331800208901,22.037727355957,113.483207702637
"Volcan Tenorio","H0349","CORR0148",81.7968455279315,11.700098991394,126.57283782959
"Volcan Tenorio","H0352","CORR0149",76.6372266827208,22.037727355957,106.255523681641
"Volcan Tenorio","H0353","CORR0150",73.7272413080389,22.037727355957,136.374954223633
"Los Corales del Rosario y San Bernardo","H0381","CORR0151",68.6885304545391,1.12000000476837,150.479293823242
"Los Corales del Rosario y San Bernardo","H0380","CORR0152",55.4295980836812,1.12000000476837,158.146850585938
"Los Corales del Rosario y San Bernardo","H0383","CORR0153",68.0903733545802,1.12000000476837,150.479293823242
"Los Corales del Rosario y San Bernardo","H0382","CORR0154",54.4525878214365,1.12000000476837,158.146850585938
"Los Corales del Rosario y San Bernardo","H0388","CORR0155",58.4943948797757,1.12000000476837,144.123031616211
"Paramillo","H0388","CORR0156",100.660216629505,51.0857772827148,157.655700683594
"Paramillo","H0389","CORR0157",98.2891233444214,58.2886962890625,136.280654907227
"Paramillo","H0394","CORR0158",98.0611221638132,58.3973617553711,144.587753295898
"Paramillo","H0392","CORR0159",101.614005944668,51.665828704834,157.655700683594
"Paramillo","H0425","CORR0160",107.452000569489,65.001091003418,143.080673217773
"Braulio Carrillo","H0355","CORR0161",83.2703773294176,41.6288948059082,150.595245361328
"Braulio Carrillo","H0355","CORR0162",95.3714395620055,39.3020133972168,159.589874267578
"Braulio Carrillo","H0354","CORR0163",89.4277673297458,70.754150390625,105.288841247559
"Braulio Carrillo","H0353","CORR0164",81.2514667217548,44.0281753540039,116.864372253418
"Braulio Carrillo","H0355","CORR0165",85.1980108275031,33.2581787109375,159.294876098633
"Volcán Masaya","H0348","CORR0166",50.0292546562566,2.08999991416931,111.018493652344
"Volcán Masaya","H0349","CORR0167",64.887726877865,10.5116300582886,103.906997680664
"Volcán Masaya","H0350","CORR0168",68.1622411748751,10.5116300582886,123.914924621582
"Volcán Masaya","H0347","CORR0169",54.5263260404838,1.32000005245209,123.63648223877
"Volcán Masaya","H0345","CORR0170",53.0606840140209,2.08999991416931,119.293045043945
"El Rosario","H0124","CORR0171",72.011228796152,16.2109870910645,102.151222229004
"El Rosario","H0134","CORR0172",73.223239258716,16.2109870910645,102.151222229004
"El Rosario","H0145","CORR0173",71.7708649077505,16.2109870910645,108.139877319336
"El Rosario","H0148","CORR0174",73.3228713769325,16.2109870910645,123.716865539551
"El Rosario","H0148","CORR0175",73.455988708345,16.2109870910645,123.716865539551
"Cañón del Sumidero","H0015","CORR0176",47.8412943030849,1.70000004768372,110.10774230957
"Cañón del Sumidero","H0019","CORR0177",46.512822006263,1.70000004768372,113.81665802002
"Cañón del Sumidero","H0014","CORR0178",46.5198347593091,1.70000004768372,110.10774230957
"Cañón del Sumidero","H0017","CORR0179",46.2802607702172,1.70000004768372,110.10774230957
"Cañón del Sumidero","H0022","CORR0180",47.7920271384815,1.70000004768372,110.10774230957
"Darién","H0386","CORR0181",78.0966491361635,48.4405212402344,121.975799560547
"Darién","H0380","CORR0182",92.9293695831299,60.3032531738281,130.721542358398
"Darién","H0382","CORR0183",85.4320333975333,53.0468902587891,119.027442932129
"Darién","H0390","CORR0184",101.697950226337,8.35932064056396,178.232849121094
"Darién","H0398","CORR0185",103.376826817114,44.6004219055176,183.442184448242
"Soberanía","H0373","CORR0186",77.4049883025033,19.7409572601318,130.214889526367
"Soberanía","H0377","CORR0187",81.7740458802804,19.7409572601318,119.630470275879
"Soberanía","H0377","CORR0188",81.9065032739586,19.7409572601318,119.630470275879
"Soberanía","H0372","CORR0189",82.2987508366541,19.7409572601318,119.618659973145
"Soberanía","H0375","CORR0190",82.5102756714779,19.7409572601318,119.618659973145
"Palenque","H0008","CORR0191",62.4977831062696,30.6167278289795,94.2991027832031
"Palenque","H0005","CORR0192",63.1449442011245,30.0000705718994,97.2945251464844
"Palenque","H0010","CORR0193",65.4339700675592,30.6167278289795,103.858764648438
"Palenque","H0011","CORR0194",65.1333001971245,30.6167278289795,94.2991027832031
"Palenque","H0013","CORR0195",65.5653723398844,30.6167278289795,95.5659408569336
"Internacional La Amistad","H0360","CORR0196",80.3410213636315,40.2214241027832,154.171539306641
"Internacional La Amistad","H0369","CORR0197",93.3459587845148,73.6069793701172,122.381828308105
"Internacional La Amistad","H0366","CORR0198",101.807030632382,71.4607925415039,120.252372741699
"Internacional La Amistad","H0369","CORR0199",96.6963332420172,60.9384841918945,161.204711914062
"Internacional La Amistad","H0369","CORR0200",92.9628308819186,58.2554473876953,164.891143798828
"Barbilla","H0357","CORR0201",92.4809640583239,61.8655548095703,132.338470458984
"Barbilla","H0359","CORR0202",89.3609699857408,63.0643692016602,119.580123901367
"Barbilla","H0360","CORR0203",89.1869869555457,53.3599967956543,136.045028686523
"Barbilla","H0369","CORR0204",83.6401703194396,54.5479469299316,148.921768188477
"Barbilla","H0355","CORR0205",78.9677728082716,31.2209663391113,114.450477600098
"Chagres","H0373","CORR0206",78.2218498542803,19.7409572601318,130.214889526367
"Chagres","H0377","CORR0207",82.2697115767774,19.7409572601318,119.630470275879
"Chagres","H0377","CORR0208",82.3958821929057,19.7409572601318,119.630470275879
"Chagres","H0372","CORR0209",82.7559293789626,19.7409572601318,119.618659973145
"Chagres","H0375","CORR0210",82.955176625933,19.7409572601318,119.618659973145
"Cerro Hoya","H0373","CORR0211",76.824120633429,11.7953395843506,143.427856445312
"Cerro Hoya","H0377","CORR0212",78.4765192945798,11.7953395843506,143.427856445312
"Cerro Hoya","H0377","CORR0213",78.6411699393361,11.7953395843506,143.427856445312
"Cerro Hoya","H0375","CORR0214",77.2730883333735,11.7953395843506,143.427856445312
"Cerro Hoya","H0372","CORR0215",79.1527557632803,11.7953395843506,143.427856445312
"Sarigua","H0373","CORR0216",46.620652971824,0.0250208228826523,120.460678100586
"Sarigua","H0377","CORR0217",58.8976690375648,0.0250208228826523,136.777908325195
"Sarigua","H0377","CORR0218",59.1651286012132,0.0250208228826523,136.777908325195
"Sarigua","H0372","CORR0219",61.5251115304162,0.0250208228826523,136.777908325195
"Sarigua","H0375","CORR0220",61.7586509363432,0.0250208228826523,136.777908325195
"General de División Omar Torrijos Herrera","H0373","CORR0221",78.5988052449328,56.4784317016602,114.777160644531
"General de División Omar Torrijos Herrera","H0377","CORR0222",86.1226116125135,58.0088806152344,136.777908325195
"General de División Omar Torrijos Herrera","H0377","CORR0223",86.4225991901598,58.0088806152344,136.777908325195
"General de División Omar Torrijos Herrera","H0372","CORR0224",86.9832643625688,52.7341537475586,136.777908325195
"General de División Omar Torrijos Herrera","H0375","CORR0225",87.33071584624,58.0088806152344,136.777908325195
"Dzibilchantún","H0008","CORR0226",67.5698966345106,3.88834238052368,108.266319274902
"Dzibilchantún","H0013","CORR0227",68.467595476183,3.88834238052368,116.799034118652
"Dzibilchantún","H0010","CORR0228",68.6121437639586,3.88834238052368,116.799034118652
"Dzibilchantún","H0011","CORR0229",68.6947832425971,3.88834238052368,116.799034118652
"Dzibilchantún","H0005","CORR0230",67.5592715220228,3.88834238052368,107.578330993652
"Azul Meámbar","H0268","CORR0231",72.0195989608765,39.8479881286621,107.008888244629
"Azul Meámbar","H0268","CORR0232",75.2194068615253,39.8479881286621,119.843696594238
"Azul Meámbar","H0254","CORR0233",66.5987118552713,26.8933963775635,114.731628417969
"Azul Meámbar","H0308","CORR0234",74.0181883239746,22.6991386413574,123.221633911133
"Azul Meámbar","H0211","CORR0235",57.2965732763621,23.5821838378906,91.8229446411133
"Pico Bonito","H0125","CORR0236",78.5324874014225,56.0945739746094,101.341575622559
"Pico Bonito","H0131","CORR0237",75.2290129888625,52.4201431274414,113.153411865234
"Pico Bonito","H0131","CORR0238",76.2355200195313,59.1567573547363,100.131782531738
"Pico Bonito","H0142","CORR0239",78.7330433389415,56.0945739746094,100.131782531738
"Pico Bonito","H0142","CORR0240",82.3246876550099,55.1444053649902,114.958442687988
"Cerro Azul","H0216","CORR0241",68.5571792602539,40.3388786315918,98.9264144897461
"Cerro Azul","H0216","CORR0242",69.6022507803781,40.3388786315918,90.9299545288086
"Cerro Azul","H0279","CORR0243",61.2040440000337,30.5255279541016,116.107398986816
"Cerro Azul","H0176","CORR0244",62.7657583054201,5.66171407699585,113.968841552734
"Cerro Azul","H0273","CORR0245",48.0941749667073,12.2820463180542,111.201362609863
"Cusuco","H0135","CORR0246",69.3007715543111,40.5498275756836,95.043830871582
"Cusuco","H0254","CORR0247",66.2079402008747,21.703821182251,108.57633972168
"Cusuco","H0216","CORR0248",66.7505683778715,12.7247877120972,101.81713104248
"Cusuco","H0216","CORR0249",66.9535496491046,12.7247877120972,101.81713104248
"Cusuco","H0211","CORR0250",57.2023711429943,9.62451839447021,107.601623535156
"Texiguat","H0149","CORR0251",82.7890994548798,59.2649955749512,99.7733306884766
"Texiguat","H0155","CORR0252",78.8725482395717,49.0914268493652,100.113662719727
"Texiguat","H0155","CORR0253",77.2759821965144,49.0914268493652,95.5977630615234
"Texiguat","H0131","CORR0254",78.4012854894002,47.3302688598633,113.153411865234
"Texiguat","H0131","CORR0255",78.9979812187877,40.7856979370117,110.390937805176
"Utria","H0510","CORR0256",112.10014566615,77.9264373779297,156.209487915039
"Utria","H0510","CORR0257",114.329519751476,48.3619995117188,172.180053710938
"Utria","H0510","CORR0258",107.615836067087,31.711841583252,172.497024536133
"Utria","H0510","CORR0259",113.634525299072,77.765380859375,187.634429931641
"Utria","H0510","CORR0260",114.746162156656,69.2423400878906,171.563583374023
"La Amistad","H0366","CORR0261",103.284732552462,69.437370300293,131.472579956055
"La Amistad","H0369","CORR0262",108.023593311578,69.437370300293,135.325134277344
"La Amistad","H0369","CORR0263",108.911533718003,64.0007400512695,184.388320922852
"La Amistad","H0369","CORR0264",112.089957786329,69.437370300293,164.826278686523
"La Amistad","H0369","CORR0265",97.5494296210153,60.9384841918945,125.977432250977
"Cerro Cahuí","H0124","CORR0266",68.0817519843035,5.60802507400513,107.652931213379
"Cerro Cahuí","H0145","CORR0267",62.225685150656,10.9678001403809,98.0811386108398
"Cerro Cahuí","H0134","CORR0268",68.9263745150183,5.60802507400513,107.652931213379
"Cerro Cahuí","H0176","CORR0269",71.9597847937261,11.3920488357544,126.229072570801
"Cerro Cahuí","H0148","CORR0270",62.8141473408403,10.9678001403809,120.067123413086
"Sierra del Lacandón","H0013","CORR0271",81.7905288492359,28.8189334869385,116.799034118652
"Sierra del Lacandón","H0033","CORR0272",84.5678584225528,34.301643371582,117.862174987793
"Sierra del Lacandón","H0010","CORR0273",81.9608868378419,28.8189334869385,116.799034118652
"Sierra del Lacandón","H0008","CORR0274",80.8078163593739,31.9984073638916,121.047744750977
"Sierra del Lacandón","H0011","CORR0275",82.1191878655378,28.8189334869385,116.799034118652
"Laguna del Tigre","H0033","CORR0276",69.4031137333403,3.88834238052368,117.862174987793
"Laguna del Tigre","H0048","CORR0277",66.5413323082501,3.88834238052368,110.270202636719
"Laguna del Tigre","H0013","CORR0278",70.0989369114677,3.88834238052368,116.799034118652
"Laguna del Tigre","H0052","CORR0279",66.4810828915788,3.88834238052368,118.710784912109
"Laguna del Tigre","H0010","CORR0280",70.512667908388,3.88834238052368,116.799034118652
"Laguna del Tigre -Río Escondido-","H0033","CORR0281",73.1929458018781,3.88834238052368,117.862174987793
"Laguna del Tigre -Río Escondido-","H0048","CORR0282",69.7743975530124,3.88834238052368,110.270202636719
"Laguna del Tigre -Río Escondido-","H0013","CORR0283",73.6585204351198,3.88834238052368,116.799034118652
"Laguna del Tigre -Río Escondido-","H0052","CORR0284",69.6158197452327,3.88834238052368,118.710784912109
"Laguna del Tigre -Río Escondido-","H0010","CORR0285",74.0610189405648,3.88834238052368,116.799034118652
"Mirador - Río Azul","H0048","CORR0286",68.702482941164,3.88834238052368,110.270202636719
"Mirador - Río Azul","H0052","CORR0287",68.6487762775041,3.88834238052368,118.710784912109
"Mirador - Río Azul","H0033","CORR0288",70.1874361381736,3.88834238052368,117.862174987793
"Mirador - Río Azul","H0013","CORR0289",70.5493625884465,3.88834238052368,116.799034118652
"Mirador - Río Azul","H0010","CORR0290",70.778839883882,3.88834238052368,116.799034118652
"Naachtún - Dos Lagunas","H0048","CORR0291",68.825040647966,3.88834238052368,110.270202636719
"Naachtún - Dos Lagunas","H0052","CORR0292",68.7647079100441,3.88834238052368,118.710784912109
"Naachtún - Dos Lagunas","H0033","CORR0293",70.4466153870483,3.88834238052368,117.862174987793
"Naachtún - Dos Lagunas","H0013","CORR0294",70.7840158532568,3.88834238052368,116.799034118652
"Naachtún - Dos Lagunas","H0010","CORR0295",71.0304901923074,3.88834238052368,116.799034118652
"Chocón Machacas","H0216","CORR0296",62.9907503944427,10.0543966293335,97.904411315918
"Chocón Machacas","H0216","CORR0297",63.2365769828416,10.0543966293335,97.904411315918
"Chocón Machacas","H0176","CORR0298",77.7733043397026,18.3351898193359,126.229072570801
"Chocón Machacas","H0135","CORR0299",67.7516595670732,7.27780532836914,107.226989746094
"Chocón Machacas","H0220","CORR0300",78.4966304079472,18.3351898193359,126.229072570801
"San Miguel La Palotada - El Zotz","H0124","CORR0301",64.0910306410356,11.0441570281982,114.554344177246
"San Miguel La Palotada - El Zotz","H0145","CORR0302",62.4747262907177,11.0441570281982,98.0811386108398
"San Miguel La Palotada - El Zotz","H0134","CORR0303",64.8546063256231,11.0441570281982,119.387130737305
"San Miguel La Palotada - El Zotz","H0083","CORR0304",68.8902320087466,5.60802507400513,116.165634155273
"San Miguel La Palotada - El Zotz","H0148","CORR0305",62.9948278076347,11.0441570281982,120.067123413086
"Lancetilla","H0149","CORR0306",76.6485967491612,31.2215709686279,106.506866455078
"Lancetilla","H0155","CORR0307",59.5582739614671,8.42848205566406,109.140129089355
"Lancetilla","H0155","CORR0308",58.5105139752652,8.42848205566406,109.140129089355
"Lancetilla","H0131","CORR0309",68.155376027842,8.42848205566406,113.153411865234
"Lancetilla","H0131","CORR0310",68.7152217434299,8.42848205566406,110.390937805176
"Marino las Baulas de Guanacaste","H0349","CORR0311",63.3689107513428,16.7591972351074,111.958801269531
"Marino las Baulas de Guanacaste","H0350","CORR0312",66.3024103731019,11.700098991394,115.397109985352
"Marino las Baulas de Guanacaste","H0351","CORR0313",65.7815633852457,2.1129138469696,113.80428314209
"Marino las Baulas de Guanacaste","H0352","CORR0314",67.1395007569113,2.1129138469696,117.882362365723
"Marino las Baulas de Guanacaste","H0353","CORR0315",70.2568679373605,2.1129138469696,136.374954223633
"Piedras Blancas","H0369","CORR0316",86.7020041295724,16.2507190704346,141.657989501953
"Piedras Blancas","H0369","CORR0317",91.8920036016726,35.8986053466797,168.731658935547
"Piedras Blancas","H0369","CORR0318",87.4635936737061,26.525426864624,147.447204589844
"Piedras Blancas","H0369","CORR0319",91.6981636229015,28.0369644165039,158.621688842773
"Piedras Blancas","H0369","CORR0320",94.1511585940221,16.2507190704346,153.558471679688
"Guanacaste","H0349","CORR0321",70.3394908643749,34.3497924804688,92.8794174194336
"Guanacaste","H0350","CORR0322",74.3162556706053,11.700098991394,115.397109985352
"Guanacaste","H0351","CORR0323",76.8812116858077,11.700098991394,126.57283782959
"Guanacaste","H0352","CORR0324",78.0626121137127,11.700098991394,126.57283782959
